GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AIHHTLI,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,SUBMCDA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,RK9E001,NAME_M,RK9M001
"G44000300210001","2005-2009","RI",,,"Rhode Island","44","Kent County","003",,,"021000","1",,,,,,,,,,,,,,,,,,,,,,,,"15000US440030210001","Block Group 1, Census Tract 210, Kent County, Rhode Island",1063,"Block Group 1, Census Tract 210, Kent County, Rhode Island",273
"G44000300210002","2005-2009","RI",,,"Rhode Island","44","Kent County","003",,,"021000","2",,,,,,,,,,,,,,,,,,,,,,,,"15000US440030210002","Block Group 2, Census Tract 210, Kent County, Rhode Island",1195,"Block Group 2, Census Tract 210, Kent County, Rhode Island",276
"G44000300210003","2005-2009","RI",,,"Rhode Island","44","Kent County","003",,,"021000","3",,,,,,,,,,,,,,,,,,,,,,,,"15000US440030210003","Block Group 3, Census Tract 210, Kent County, Rhode Island",580,"Block Group 3, Census Tract 210, Kent County, Rhode Island",301
"G44000300210004","2005-2009","RI",,,"Rhode Island","44","Kent County","003",,,"021000","4",,,,,,,,,,,,,,,,,,,,,,,,"15000US440030210004","Block Group 4, Census Tract 210, Kent County, Rhode Island",1877,"Block Group 4, Census Tract 210, Kent County, Rhode Island",322
"G44000300210005","2005-2009","RI",,,"Rhode Island","44","Kent County","003",,,"021000","5",,,,,,,,,,,,,,,,,,,,,,,,"15000US440030210005","Block Group 5, Census Tract 210, Kent County, Rhode Island",1215,"Block Group 5, Census Tract 210, Kent County, Rhode Island",456
"G44000300210006","2005-2009","RI",,,"Rhode Island","44","Kent County","003",,,"021000","6",,,,,,,,,,,,,,,,,,,,,,,,"15000US440030210006","Block Group 6, Census Tract 210, Kent County, Rhode Island",681,"Block Group 6, Census Tract 210, Kent County, Rhode Island",235
"G44000300210007","2005-2009","RI",,,"Rhode Island","44","Kent County","003",,,"021000","7",,,,,,,,,,,,,,,,,,,,,,,,"15000US440030210007","Block Group 7, Census Tract 210, Kent County, Rhode Island",1208,"Block Group 7, Census Tract 210, Kent County, Rhode Island",241
"G44000300211001","2005-2009","RI",,,"Rhode Island","44","Kent County","003",,,"021100","1",,,,,,,,,,,,,,,,,,,,,,,,"15000US440030211001","Block Group 1, Census Tract 211, Kent County, Rhode Island",1401,"Block Group 1, Census Tract 211, Kent County, Rhode Island",289
"G44000300211002","2005-2009","RI",,,"Rhode Island","44","Kent County","003",,,"021100","2",,,,,,,,,,,,,,,,,,,,,,,,"15000US440030211002","Block Group 2, Census Tract 211, Kent County, Rhode Island",1355,"Block Group 2, Census Tract 211, Kent County, Rhode Island",311
"G44000300211003","2005-2009","RI",,,"Rhode Island","44","Kent County","003",,,"021100","3",,,,,,,,,,,,,,,,,,,,,,,,"15000US440030211003","Block Group 3, Census Tract 211, Kent County, Rhode Island",1075,"Block Group 3, Census Tract 211, Kent County, Rhode Island",282
"G44000300211004","2005-2009","RI",,,"Rhode Island","44","Kent County","003",,,"021100","4",,,,,,,,,,,,,,,,,,,,,,,,"15000US440030211004","Block Group 4, Census Tract 211, Kent County, Rhode Island",726,"Block Group 4, Census Tract 211, Kent County, Rhode Island",248
"G44000300211005","2005-2009","RI",,,"Rhode Island","44","Kent County","003",,,"021100","5",,,,,,,,,,,,,,,,,,,,,,,,"15000US440030211005","Block Group 5, Census Tract 211, Kent County, Rhode Island",205,"Block Group 5, Census Tract 211, Kent County, Rhode Island",73
"G44000300211009","2005-2009","RI",,,"Rhode Island","44","Kent County","003",,,"021100","9",,,,,,,,,,,,,,,,,,,,,,,,"15000US440030211009","Block Group 9, Census Tract 211, Kent County, Rhode Island",0,"Block Group 9, Census Tract 211, Kent County, Rhode Island",127
"G44000300212001","2005-2009","RI",,,"Rhode Island","44","Kent County","003",,,"021200","1",,,,,,,,,,,,,,,,,,,,,,,,"15000US440030212001","Block Group 1, Census Tract 212, Kent County, Rhode Island",1009,"Block Group 1, Census Tract 212, Kent County, Rhode Island",174
"G44000300212002","2005-2009","RI",,,"Rhode Island","44","Kent County","003",,,"021200","2",,,,,,,,,,,,,,,,,,,,,,,,"15000US440030212002","Block Group 2, Census Tract 212, Kent County, Rhode Island",727,"Block Group 2, Census Tract 212, Kent County, Rhode Island",246
"G44000300212003","2005-2009","RI",,,"Rhode Island","44","Kent County","003",,,"021200","3",,,,,,,,,,,,,,,,,,,,,,,,"15000US440030212003","Block Group 3, Census Tract 212, Kent County, Rhode Island",639,"Block Group 3, Census Tract 212, Kent County, Rhode Island",199
"G44000300212004","2005-2009","RI",,,"Rhode Island","44","Kent County","003",,,"021200","4",,,,,,,,,,,,,,,,,,,,,,,,"15000US440030212004","Block Group 4, Census Tract 212, Kent County, Rhode Island",1750,"Block Group 4, Census Tract 212, Kent County, Rhode Island",306
"G44000300213001","2005-2009","RI",,,"Rhode Island","44","Kent County","003",,,"021300","1",,,,,,,,,,,,,,,,,,,,,,,,"15000US440030213001","Block Group 1, Census Tract 213, Kent County, Rhode Island",1179,"Block Group 1, Census Tract 213, Kent County, Rhode Island",288
"G44000300213002","2005-2009","RI",,,"Rhode Island","44","Kent County","003",,,"021300","2",,,,,,,,,,,,,,,,,,,,,,,,"15000US440030213002","Block Group 2, Census Tract 213, Kent County, Rhode Island",2015,"Block Group 2, Census Tract 213, Kent County, Rhode Island",402
"G44000300213003","2005-2009","RI",,,"Rhode Island","44","Kent County","003",,,"021300","3",,,,,,,,,,,,,,,,,,,,,,,,"15000US440030213003","Block Group 3, Census Tract 213, Kent County, Rhode Island",652,"Block Group 3, Census Tract 213, Kent County, Rhode Island",262
"G44000300213004","2005-2009","RI",,,"Rhode Island","44","Kent County","003",,,"021300","4",,,,,,,,,,,,,,,,,,,,,,,,"15000US440030213004","Block Group 4, Census Tract 213, Kent County, Rhode Island",546,"Block Group 4, Census Tract 213, Kent County, Rhode Island",181
"G44000300213005","2005-2009","RI",,,"Rhode Island","44","Kent County","003",,,"021300","5",,,,,,,,,,,,,,,,,,,,,,,,"15000US440030213005","Block Group 5, Census Tract 213, Kent County, Rhode Island",739,"Block Group 5, Census Tract 213, Kent County, Rhode Island",208
"G44000300214011","2005-2009","RI",,,"Rhode Island","44","Kent County","003",,,"021401","1",,,,,,,,,,,,,,,,,,,,,,,,"15000US440030214011","Block Group 1, Census Tract 214.01, Kent County, Rhode Island",1018,"Block Group 1, Census Tract 214.01, Kent County, Rhode Island",239
"G44000300214012","2005-2009","RI",,,"Rhode Island","44","Kent County","003",,,"021401","2",,,,,,,,,,,,,,,,,,,,,,,,"15000US440030214012","Block Group 2, Census Tract 214.01, Kent County, Rhode Island",2862,"Block Group 2, Census Tract 214.01, Kent County, Rhode Island",283
"G44000300214013","2005-2009","RI",,,"Rhode Island","44","Kent County","003",,,"021401","3",,,,,,,,,,,,,,,,,,,,,,,,"15000US440030214013","Block Group 3, Census Tract 214.01, Kent County, Rhode Island",484,"Block Group 3, Census Tract 214.01, Kent County, Rhode Island",156
"G44000300214021","2005-2009","RI",,,"Rhode Island","44","Kent County","003",,,"021402","1",,,,,,,,,,,,,,,,,,,,,,,,"15000US440030214021","Block Group 1, Census Tract 214.02, Kent County, Rhode Island",1548,"Block Group 1, Census Tract 214.02, Kent County, Rhode Island",255
"G44000300214022","2005-2009","RI",,,"Rhode Island","44","Kent County","003",,,"021402","2",,,,,,,,,,,,,,,,,,,,,,,,"15000US440030214022","Block Group 2, Census Tract 214.02, Kent County, Rhode Island",722,"Block Group 2, Census Tract 214.02, Kent County, Rhode Island",231
"G44000300214023","2005-2009","RI",,,"Rhode Island","44","Kent County","003",,,"021402","3",,,,,,,,,,,,,,,,,,,,,,,,"15000US440030214023","Block Group 3, Census Tract 214.02, Kent County, Rhode Island",1428,"Block Group 3, Census Tract 214.02, Kent County, Rhode Island",359
"G44000300215011","2005-2009","RI",,,"Rhode Island","44","Kent County","003",,,"021501","1",,,,,,,,,,,,,,,,,,,,,,,,"15000US440030215011","Block Group 1, Census Tract 215.01, Kent County, Rhode Island",1180,"Block Group 1, Census Tract 215.01, Kent County, Rhode Island",270
"G44000300215012","2005-2009","RI",,,"Rhode Island","44","Kent County","003",,,"021501","2",,,,,,,,,,,,,,,,,,,,,,,,"15000US440030215012","Block Group 2, Census Tract 215.01, Kent County, Rhode Island",946,"Block Group 2, Census Tract 215.01, Kent County, Rhode Island",259
"G44000300215013","2005-2009","RI",,,"Rhode Island","44","Kent County","003",,,"021501","3",,,,,,,,,,,,,,,,,,,,,,,,"15000US440030215013","Block Group 3, Census Tract 215.01, Kent County, Rhode Island",939,"Block Group 3, Census Tract 215.01, Kent County, Rhode Island",317
"G44000300215014","2005-2009","RI",,,"Rhode Island","44","Kent County","003",,,"021501","4",,,,,,,,,,,,,,,,,,,,,,,,"15000US440030215014","Block Group 4, Census Tract 215.01, Kent County, Rhode Island",377,"Block Group 4, Census Tract 215.01, Kent County, Rhode Island",127
"G44000300215021","2005-2009","RI",,,"Rhode Island","44","Kent County","003",,,"021502","1",,,,,,,,,,,,,,,,,,,,,,,,"15000US440030215021","Block Group 1, Census Tract 215.02, Kent County, Rhode Island",914,"Block Group 1, Census Tract 215.02, Kent County, Rhode Island",238
"G44000300215022","2005-2009","RI",,,"Rhode Island","44","Kent County","003",,,"021502","2",,,,,,,,,,,,,,,,,,,,,,,,"15000US440030215022","Block Group 2, Census Tract 215.02, Kent County, Rhode Island",900,"Block Group 2, Census Tract 215.02, Kent County, Rhode Island",204
"G44000300215023","2005-2009","RI",,,"Rhode Island","44","Kent County","003",,,"021502","3",,,,,,,,,,,,,,,,,,,,,,,,"15000US440030215023","Block Group 3, Census Tract 215.02, Kent County, Rhode Island",1740,"Block Group 3, Census Tract 215.02, Kent County, Rhode Island",374
"G44000300215024","2005-2009","RI",,,"Rhode Island","44","Kent County","003",,,"021502","4",,,,,,,,,,,,,,,,,,,,,,,,"15000US440030215024","Block Group 4, Census Tract 215.02, Kent County, Rhode Island",1059,"Block Group 4, Census Tract 215.02, Kent County, Rhode Island",311
"G44000300216001","2005-2009","RI",,,"Rhode Island","44","Kent County","003",,,"021600","1",,,,,,,,,,,,,,,,,,,,,,,,"15000US440030216001","Block Group 1, Census Tract 216, Kent County, Rhode Island",715,"Block Group 1, Census Tract 216, Kent County, Rhode Island",158
"G44000300216002","2005-2009","RI",,,"Rhode Island","44","Kent County","003",,,"021600","2",,,,,,,,,,,,,,,,,,,,,,,,"15000US440030216002","Block Group 2, Census Tract 216, Kent County, Rhode Island",789,"Block Group 2, Census Tract 216, Kent County, Rhode Island",176
"G44000300217001","2005-2009","RI",,,"Rhode Island","44","Kent County","003",,,"021700","1",,,,,,,,,,,,,,,,,,,,,,,,"15000US440030217001","Block Group 1, Census Tract 217, Kent County, Rhode Island",1404,"Block Group 1, Census Tract 217, Kent County, Rhode Island",427
"G44000300217002","2005-2009","RI",,,"Rhode Island","44","Kent County","003",,,"021700","2",,,,,,,,,,,,,,,,,,,,,,,,"15000US440030217002","Block Group 2, Census Tract 217, Kent County, Rhode Island",916,"Block Group 2, Census Tract 217, Kent County, Rhode Island",355
"G44000300217003","2005-2009","RI",,,"Rhode Island","44","Kent County","003",,,"021700","3",,,,,,,,,,,,,,,,,,,,,,,,"15000US440030217003","Block Group 3, Census Tract 217, Kent County, Rhode Island",1451,"Block Group 3, Census Tract 217, Kent County, Rhode Island",577
"G44000300217004","2005-2009","RI",,,"Rhode Island","44","Kent County","003",,,"021700","4",,,,,,,,,,,,,,,,,,,,,,,,"15000US440030217004","Block Group 4, Census Tract 217, Kent County, Rhode Island",733,"Block Group 4, Census Tract 217, Kent County, Rhode Island",225
"G44000300217005","2005-2009","RI",,,"Rhode Island","44","Kent County","003",,,"021700","5",,,,,,,,,,,,,,,,,,,,,,,,"15000US440030217005","Block Group 5, Census Tract 217, Kent County, Rhode Island",931,"Block Group 5, Census Tract 217, Kent County, Rhode Island",295
"G44000300218001","2005-2009","RI",,,"Rhode Island","44","Kent County","003",,,"021800","1",,,,,,,,,,,,,,,,,,,,,,,,"15000US440030218001","Block Group 1, Census Tract 218, Kent County, Rhode Island",2617,"Block Group 1, Census Tract 218, Kent County, Rhode Island",388
"G44000300218002","2005-2009","RI",,,"Rhode Island","44","Kent County","003",,,"021800","2",,,,,,,,,,,,,,,,,,,,,,,,"15000US440030218002","Block Group 2, Census Tract 218, Kent County, Rhode Island",1627,"Block Group 2, Census Tract 218, Kent County, Rhode Island",354
"G44000300219011","2005-2009","RI",,,"Rhode Island","44","Kent County","003",,,"021901","1",,,,,,,,,,,,,,,,,,,,,,,,"15000US440030219011","Block Group 1, Census Tract 219.01, Kent County, Rhode Island",1078,"Block Group 1, Census Tract 219.01, Kent County, Rhode Island",276
"G44000300219012","2005-2009","RI",,,"Rhode Island","44","Kent County","003",,,"021901","2",,,,,,,,,,,,,,,,,,,,,,,,"15000US440030219012","Block Group 2, Census Tract 219.01, Kent County, Rhode Island",921,"Block Group 2, Census Tract 219.01, Kent County, Rhode Island",199
"G44000300219013","2005-2009","RI",,,"Rhode Island","44","Kent County","003",,,"021901","3",,,,,,,,,,,,,,,,,,,,,,,,"15000US440030219013","Block Group 3, Census Tract 219.01, Kent County, Rhode Island",543,"Block Group 3, Census Tract 219.01, Kent County, Rhode Island",154
"G44000300219014","2005-2009","RI",,,"Rhode Island","44","Kent County","003",,,"021901","4",,,,,,,,,,,,,,,,,,,,,,,,"15000US440030219014","Block Group 4, Census Tract 219.01, Kent County, Rhode Island",481,"Block Group 4, Census Tract 219.01, Kent County, Rhode Island",168
"G44000300219015","2005-2009","RI",,,"Rhode Island","44","Kent County","003",,,"021901","5",,,,,,,,,,,,,,,,,,,,,,,,"15000US440030219015","Block Group 5, Census Tract 219.01, Kent County, Rhode Island",1142,"Block Group 5, Census Tract 219.01, Kent County, Rhode Island",370
"G44000300219021","2005-2009","RI",,,"Rhode Island","44","Kent County","003",,,"021902","1",,,,,,,,,,,,,,,,,,,,,,,,"15000US440030219021","Block Group 1, Census Tract 219.02, Kent County, Rhode Island",1118,"Block Group 1, Census Tract 219.02, Kent County, Rhode Island",251
"G44000300219022","2005-2009","RI",,,"Rhode Island","44","Kent County","003",,,"021902","2",,,,,,,,,,,,,,,,,,,,,,,,"15000US440030219022","Block Group 2, Census Tract 219.02, Kent County, Rhode Island",684,"Block Group 2, Census Tract 219.02, Kent County, Rhode Island",166
"G44000300219023","2005-2009","RI",,,"Rhode Island","44","Kent County","003",,,"021902","3",,,,,,,,,,,,,,,,,,,,,,,,"15000US440030219023","Block Group 3, Census Tract 219.02, Kent County, Rhode Island",624,"Block Group 3, Census Tract 219.02, Kent County, Rhode Island",189
"G44000300219031","2005-2009","RI",,,"Rhode Island","44","Kent County","003",,,"021903","1",,,,,,,,,,,,,,,,,,,,,,,,"15000US440030219031","Block Group 1, Census Tract 219.03, Kent County, Rhode Island",1884,"Block Group 1, Census Tract 219.03, Kent County, Rhode Island",224
"G44000300219032","2005-2009","RI",,,"Rhode Island","44","Kent County","003",,,"021903","2",,,,,,,,,,,,,,,,,,,,,,,,"15000US440030219032","Block Group 2, Census Tract 219.03, Kent County, Rhode Island",726,"Block Group 2, Census Tract 219.03, Kent County, Rhode Island",175
"G44000300219033","2005-2009","RI",,,"Rhode Island","44","Kent County","003",,,"021903","3",,,,,,,,,,,,,,,,,,,,,,,,"15000US440030219033","Block Group 3, Census Tract 219.03, Kent County, Rhode Island",1220,"Block Group 3, Census Tract 219.03, Kent County, Rhode Island",156
"G44000300220001","2005-2009","RI",,,"Rhode Island","44","Kent County","003",,,"022000","1",,,,,,,,,,,,,,,,,,,,,,,,"15000US440030220001","Block Group 1, Census Tract 220, Kent County, Rhode Island",2070,"Block Group 1, Census Tract 220, Kent County, Rhode Island",331
"G44000300220002","2005-2009","RI",,,"Rhode Island","44","Kent County","003",,,"022000","2",,,,,,,,,,,,,,,,,,,,,,,,"15000US440030220002","Block Group 2, Census Tract 220, Kent County, Rhode Island",300,"Block Group 2, Census Tract 220, Kent County, Rhode Island",135
"G44000300220003","2005-2009","RI",,,"Rhode Island","44","Kent County","003",,,"022000","3",,,,,,,,,,,,,,,,,,,,,,,,"15000US440030220003","Block Group 3, Census Tract 220, Kent County, Rhode Island",1209,"Block Group 3, Census Tract 220, Kent County, Rhode Island",225
"G44000300221001","2005-2009","RI",,,"Rhode Island","44","Kent County","003",,,"022100","1",,,,,,,,,,,,,,,,,,,,,,,,"15000US440030221001","Block Group 1, Census Tract 221, Kent County, Rhode Island",2669,"Block Group 1, Census Tract 221, Kent County, Rhode Island",351
"G44000300221002","2005-2009","RI",,,"Rhode Island","44","Kent County","003",,,"022100","2",,,,,,,,,,,,,,,,,,,,,,,,"15000US440030221002","Block Group 2, Census Tract 221, Kent County, Rhode Island",634,"Block Group 2, Census Tract 221, Kent County, Rhode Island",153
"G44000300221003","2005-2009","RI",,,"Rhode Island","44","Kent County","003",,,"022100","3",,,,,,,,,,,,,,,,,,,,,,,,"15000US440030221003","Block Group 3, Census Tract 221, Kent County, Rhode Island",1076,"Block Group 3, Census Tract 221, Kent County, Rhode Island",289
"G44000300221004","2005-2009","RI",,,"Rhode Island","44","Kent County","003",,,"022100","4",,,,,,,,,,,,,,,,,,,,,,,,"15000US440030221004","Block Group 4, Census Tract 221, Kent County, Rhode Island",1017,"Block Group 4, Census Tract 221, Kent County, Rhode Island",272
"G44000300221009","2005-2009","RI",,,"Rhode Island","44","Kent County","003",,,"022100","9",,,,,,,,,,,,,,,,,,,,,,,,"15000US440030221009","Block Group 9, Census Tract 221, Kent County, Rhode Island",220,"Block Group 9, Census Tract 221, Kent County, Rhode Island",101
"G44000300222011","2005-2009","RI",,,"Rhode Island","44","Kent County","003",,,"022201","1",,,,,,,,,,,,,,,,,,,,,,,,"15000US440030222011","Block Group 1, Census Tract 222.01, Kent County, Rhode Island",3150,"Block Group 1, Census Tract 222.01, Kent County, Rhode Island",381
"G44000300222012","2005-2009","RI",,,"Rhode Island","44","Kent County","003",,,"022201","2",,,,,,,,,,,,,,,,,,,,,,,,"15000US440030222012","Block Group 2, Census Tract 222.01, Kent County, Rhode Island",1459,"Block Group 2, Census Tract 222.01, Kent County, Rhode Island",284
"G44000300222013","2005-2009","RI",,,"Rhode Island","44","Kent County","003",,,"022201","3",,,,,,,,,,,,,,,,,,,,,,,,"15000US440030222013","Block Group 3, Census Tract 222.01, Kent County, Rhode Island",1416,"Block Group 3, Census Tract 222.01, Kent County, Rhode Island",291
"G44000300222014","2005-2009","RI",,,"Rhode Island","44","Kent County","003",,,"022201","4",,,,,,,,,,,,,,,,,,,,,,,,"15000US440030222014","Block Group 4, Census Tract 222.01, Kent County, Rhode Island",945,"Block Group 4, Census Tract 222.01, Kent County, Rhode Island",218
"G44000300222021","2005-2009","RI",,,"Rhode Island","44","Kent County","003",,,"022202","1",,,,,,,,,,,,,,,,,,,,,,,,"15000US440030222021","Block Group 1, Census Tract 222.02, Kent County, Rhode Island",954,"Block Group 1, Census Tract 222.02, Kent County, Rhode Island",335
"G44000300222029","2005-2009","RI",,,"Rhode Island","44","Kent County","003",,,"022202","9",,,,,,,,,,,,,,,,,,,,,,,,"15000US440030222029","Block Group 9, Census Tract 222.02, Kent County, Rhode Island",2882,"Block Group 9, Census Tract 222.02, Kent County, Rhode Island",301
"G44000300223001","2005-2009","RI",,,"Rhode Island","44","Kent County","003",,,"022300","1",,,,,,,,,,,,,,,,,,,,,,,,"15000US440030223001","Block Group 1, Census Tract 223, Kent County, Rhode Island",1894,"Block Group 1, Census Tract 223, Kent County, Rhode Island",271
"G44000300223002","2005-2009","RI",,,"Rhode Island","44","Kent County","003",,,"022300","2",,,,,,,,,,,,,,,,,,,,,,,,"15000US440030223002","Block Group 2, Census Tract 223, Kent County, Rhode Island",1037,"Block Group 2, Census Tract 223, Kent County, Rhode Island",321
"G44000300223003","2005-2009","RI",,,"Rhode Island","44","Kent County","003",,,"022300","3",,,,,,,,,,,,,,,,,,,,,,,,"15000US440030223003","Block Group 3, Census Tract 223, Kent County, Rhode Island",805,"Block Group 3, Census Tract 223, Kent County, Rhode Island",281
"G44000300224001","2005-2009","RI",,,"Rhode Island","44","Kent County","003",,,"022400","1",,,,,,,,,,,,,,,,,,,,,,,,"15000US440030224001","Block Group 1, Census Tract 224, Kent County, Rhode Island",860,"Block Group 1, Census Tract 224, Kent County, Rhode Island",168
"G44000300224002","2005-2009","RI",,,"Rhode Island","44","Kent County","003",,,"022400","2",,,,,,,,,,,,,,,,,,,,,,,,"15000US440030224002","Block Group 2, Census Tract 224, Kent County, Rhode Island",1228,"Block Group 2, Census Tract 224, Kent County, Rhode Island",177
"G44000500000000","2005-2009","RI",,,"Rhode Island","44","Newport County","005",,,"000000","0",,,,,,,,,,,,,,,,,,,,,,,,"15000US440050000000","Block Group 0, Census Tract 0, Newport County, Rhode Island",0,"Block Group 0, Census Tract 0, Newport County, Rhode Island",127
