GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AIHHTLI,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,BTTRA,BTBGA,NAME_E,QSPE001,NAME_M,QSPM001
"G44000700113021","2008-2012","RI",,,"Rhode Island","44","Providence County","007",,,"011302","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070113021",,,"Block Group 1, Census Tract 113.02, Providence County, Rhode Island",967,"Block Group 1, Census Tract 113.02, Providence County, Rhode Island",221
"G44000700113022","2008-2012","RI",,,"Rhode Island","44","Providence County","007",,,"011302","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070113022",,,"Block Group 2, Census Tract 113.02, Providence County, Rhode Island",1697,"Block Group 2, Census Tract 113.02, Providence County, Rhode Island",255
"G44000700113023","2008-2012","RI",,,"Rhode Island","44","Providence County","007",,,"011302","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070113023",,,"Block Group 3, Census Tract 113.02, Providence County, Rhode Island",1379,"Block Group 3, Census Tract 113.02, Providence County, Rhode Island",247
"G44000700114011","2008-2012","RI",,,"Rhode Island","44","Providence County","007",,,"011401","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070114011",,,"Block Group 1, Census Tract 114.01, Providence County, Rhode Island",1301,"Block Group 1, Census Tract 114.01, Providence County, Rhode Island",319
"G44000700114012","2008-2012","RI",,,"Rhode Island","44","Providence County","007",,,"011401","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070114012",,,"Block Group 2, Census Tract 114.01, Providence County, Rhode Island",1363,"Block Group 2, Census Tract 114.01, Providence County, Rhode Island",290
"G44000700114013","2008-2012","RI",,,"Rhode Island","44","Providence County","007",,,"011401","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070114013",,,"Block Group 3, Census Tract 114.01, Providence County, Rhode Island",1317,"Block Group 3, Census Tract 114.01, Providence County, Rhode Island",326
"G44000700114014","2008-2012","RI",,,"Rhode Island","44","Providence County","007",,,"011401","4",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070114014",,,"Block Group 4, Census Tract 114.01, Providence County, Rhode Island",1622,"Block Group 4, Census Tract 114.01, Providence County, Rhode Island",246
"G44000700114015","2008-2012","RI",,,"Rhode Island","44","Providence County","007",,,"011401","5",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070114015",,,"Block Group 5, Census Tract 114.01, Providence County, Rhode Island",2326,"Block Group 5, Census Tract 114.01, Providence County, Rhode Island",365
"G44000700114021","2008-2012","RI",,,"Rhode Island","44","Providence County","007",,,"011402","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070114021",,,"Block Group 1, Census Tract 114.02, Providence County, Rhode Island",1598,"Block Group 1, Census Tract 114.02, Providence County, Rhode Island",279
"G44000700114022","2008-2012","RI",,,"Rhode Island","44","Providence County","007",,,"011402","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070114022",,,"Block Group 2, Census Tract 114.02, Providence County, Rhode Island",2664,"Block Group 2, Census Tract 114.02, Providence County, Rhode Island",271
"G44000700114031","2008-2012","RI",,,"Rhode Island","44","Providence County","007",,,"011403","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070114031",,,"Block Group 1, Census Tract 114.03, Providence County, Rhode Island",875,"Block Group 1, Census Tract 114.03, Providence County, Rhode Island",327
"G44000700114032","2008-2012","RI",,,"Rhode Island","44","Providence County","007",,,"011403","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070114032",,,"Block Group 2, Census Tract 114.03, Providence County, Rhode Island",2332,"Block Group 2, Census Tract 114.03, Providence County, Rhode Island",384
"G44000700114033","2008-2012","RI",,,"Rhode Island","44","Providence County","007",,,"011403","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070114033",,,"Block Group 3, Census Tract 114.03, Providence County, Rhode Island",1786,"Block Group 3, Census Tract 114.03, Providence County, Rhode Island",322
"G44000700114034","2008-2012","RI",,,"Rhode Island","44","Providence County","007",,,"011403","4",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070114034",,,"Block Group 4, Census Tract 114.03, Providence County, Rhode Island",2419,"Block Group 4, Census Tract 114.03, Providence County, Rhode Island",399
