GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AIHHTLI,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,BTTRA,BTBGA,NAME_E,QSPE001,NAME_M,QSPM001
"G44000100309013","2008-2012","RI",,,"Rhode Island","44","Bristol County","001",,,"030901","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440010309013",,,"Block Group 3, Census Tract 309.01, Bristol County, Rhode Island",1279,"Block Group 3, Census Tract 309.01, Bristol County, Rhode Island",329
"G44000100309021","2008-2012","RI",,,"Rhode Island","44","Bristol County","001",,,"030902","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440010309021",,,"Block Group 1, Census Tract 309.02, Bristol County, Rhode Island",1335,"Block Group 1, Census Tract 309.02, Bristol County, Rhode Island",244
"G44000100309022","2008-2012","RI",,,"Rhode Island","44","Bristol County","001",,,"030902","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440010309022",,,"Block Group 2, Census Tract 309.02, Bristol County, Rhode Island",1822,"Block Group 2, Census Tract 309.02, Bristol County, Rhode Island",375
"G44000100309023","2008-2012","RI",,,"Rhode Island","44","Bristol County","001",,,"030902","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440010309023",,,"Block Group 3, Census Tract 309.02, Bristol County, Rhode Island",1351,"Block Group 3, Census Tract 309.02, Bristol County, Rhode Island",310
"G44000100309024","2008-2012","RI",,,"Rhode Island","44","Bristol County","001",,,"030902","4",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440010309024",,,"Block Group 4, Census Tract 309.02, Bristol County, Rhode Island",2560,"Block Group 4, Census Tract 309.02, Bristol County, Rhode Island",360
"G44000300201011","2008-2012","RI",,,"Rhode Island","44","Kent County","003",,,"020101","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440030201011",,,"Block Group 1, Census Tract 201.01, Kent County, Rhode Island",2395,"Block Group 1, Census Tract 201.01, Kent County, Rhode Island",286
"G44000300201012","2008-2012","RI",,,"Rhode Island","44","Kent County","003",,,"020101","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440030201012",,,"Block Group 2, Census Tract 201.01, Kent County, Rhode Island",1399,"Block Group 2, Census Tract 201.01, Kent County, Rhode Island",280
"G44000300201013","2008-2012","RI",,,"Rhode Island","44","Kent County","003",,,"020101","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440030201013",,,"Block Group 3, Census Tract 201.01, Kent County, Rhode Island",2333,"Block Group 3, Census Tract 201.01, Kent County, Rhode Island",324
"G44000300201021","2008-2012","RI",,,"Rhode Island","44","Kent County","003",,,"020102","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440030201021",,,"Block Group 1, Census Tract 201.02, Kent County, Rhode Island",1482,"Block Group 1, Census Tract 201.02, Kent County, Rhode Island",348
"G44000300201022","2008-2012","RI",,,"Rhode Island","44","Kent County","003",,,"020102","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440030201022",,,"Block Group 2, Census Tract 201.02, Kent County, Rhode Island",1645,"Block Group 2, Census Tract 201.02, Kent County, Rhode Island",453
"G44000300201023","2008-2012","RI",,,"Rhode Island","44","Kent County","003",,,"020102","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440030201023",,,"Block Group 3, Census Tract 201.02, Kent County, Rhode Island",1743,"Block Group 3, Census Tract 201.02, Kent County, Rhode Island",391
"G44000300202001","2008-2012","RI",,,"Rhode Island","44","Kent County","003",,,"020200","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440030202001",,,"Block Group 1, Census Tract 202, Kent County, Rhode Island",2124,"Block Group 1, Census Tract 202, Kent County, Rhode Island",448
"G44000300202002","2008-2012","RI",,,"Rhode Island","44","Kent County","003",,,"020200","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440030202002",,,"Block Group 2, Census Tract 202, Kent County, Rhode Island",1230,"Block Group 2, Census Tract 202, Kent County, Rhode Island",303
"G44000300202003","2008-2012","RI",,,"Rhode Island","44","Kent County","003",,,"020200","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440030202003",,,"Block Group 3, Census Tract 202, Kent County, Rhode Island",1918,"Block Group 3, Census Tract 202, Kent County, Rhode Island",366
"G44000300203001","2008-2012","RI",,,"Rhode Island","44","Kent County","003",,,"020300","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440030203001",,,"Block Group 1, Census Tract 203, Kent County, Rhode Island",907,"Block Group 1, Census Tract 203, Kent County, Rhode Island",407
"G44000300203002","2008-2012","RI",,,"Rhode Island","44","Kent County","003",,,"020300","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440030203002",,,"Block Group 2, Census Tract 203, Kent County, Rhode Island",1494,"Block Group 2, Census Tract 203, Kent County, Rhode Island",329
"G44000300203003","2008-2012","RI",,,"Rhode Island","44","Kent County","003",,,"020300","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440030203003",,,"Block Group 3, Census Tract 203, Kent County, Rhode Island",1677,"Block Group 3, Census Tract 203, Kent County, Rhode Island",498
"G44000300203004","2008-2012","RI",,,"Rhode Island","44","Kent County","003",,,"020300","4",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440030203004",,,"Block Group 4, Census Tract 203, Kent County, Rhode Island",473,"Block Group 4, Census Tract 203, Kent County, Rhode Island",225
"G44000300203005","2008-2012","RI",,,"Rhode Island","44","Kent County","003",,,"020300","5",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440030203005",,,"Block Group 5, Census Tract 203, Kent County, Rhode Island",1398,"Block Group 5, Census Tract 203, Kent County, Rhode Island",432
"G44000300204001","2008-2012","RI",,,"Rhode Island","44","Kent County","003",,,"020400","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440030204001",,,"Block Group 1, Census Tract 204, Kent County, Rhode Island",592,"Block Group 1, Census Tract 204, Kent County, Rhode Island",176
"G44000300204002","2008-2012","RI",,,"Rhode Island","44","Kent County","003",,,"020400","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440030204002",,,"Block Group 2, Census Tract 204, Kent County, Rhode Island",559,"Block Group 2, Census Tract 204, Kent County, Rhode Island",225
"G44000300204003","2008-2012","RI",,,"Rhode Island","44","Kent County","003",,,"020400","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440030204003",,,"Block Group 3, Census Tract 204, Kent County, Rhode Island",1270,"Block Group 3, Census Tract 204, Kent County, Rhode Island",286
"G44000300205001","2008-2012","RI",,,"Rhode Island","44","Kent County","003",,,"020500","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440030205001",,,"Block Group 1, Census Tract 205, Kent County, Rhode Island",1655,"Block Group 1, Census Tract 205, Kent County, Rhode Island",416
"G44000300205002","2008-2012","RI",,,"Rhode Island","44","Kent County","003",,,"020500","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440030205002",,,"Block Group 2, Census Tract 205, Kent County, Rhode Island",2122,"Block Group 2, Census Tract 205, Kent County, Rhode Island",333
"G44000300205003","2008-2012","RI",,,"Rhode Island","44","Kent County","003",,,"020500","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440030205003",,,"Block Group 3, Census Tract 205, Kent County, Rhode Island",714,"Block Group 3, Census Tract 205, Kent County, Rhode Island",211
"G44000300206011","2008-2012","RI",,,"Rhode Island","44","Kent County","003",,,"020601","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440030206011",,,"Block Group 1, Census Tract 206.01, Kent County, Rhode Island",1187,"Block Group 1, Census Tract 206.01, Kent County, Rhode Island",285
"G44000300206012","2008-2012","RI",,,"Rhode Island","44","Kent County","003",,,"020601","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440030206012",,,"Block Group 2, Census Tract 206.01, Kent County, Rhode Island",1647,"Block Group 2, Census Tract 206.01, Kent County, Rhode Island",289
"G44000300206013","2008-2012","RI",,,"Rhode Island","44","Kent County","003",,,"020601","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440030206013",,,"Block Group 3, Census Tract 206.01, Kent County, Rhode Island",1431,"Block Group 3, Census Tract 206.01, Kent County, Rhode Island",302
"G44000300206014","2008-2012","RI",,,"Rhode Island","44","Kent County","003",,,"020601","4",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440030206014",,,"Block Group 4, Census Tract 206.01, Kent County, Rhode Island",2201,"Block Group 4, Census Tract 206.01, Kent County, Rhode Island",390
"G44000300206021","2008-2012","RI",,,"Rhode Island","44","Kent County","003",,,"020602","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440030206021",,,"Block Group 1, Census Tract 206.02, Kent County, Rhode Island",1988,"Block Group 1, Census Tract 206.02, Kent County, Rhode Island",455
"G44000300206022","2008-2012","RI",,,"Rhode Island","44","Kent County","003",,,"020602","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440030206022",,,"Block Group 2, Census Tract 206.02, Kent County, Rhode Island",1540,"Block Group 2, Census Tract 206.02, Kent County, Rhode Island",250
"G44000300206031","2008-2012","RI",,,"Rhode Island","44","Kent County","003",,,"020603","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440030206031",,,"Block Group 1, Census Tract 206.03, Kent County, Rhode Island",2387,"Block Group 1, Census Tract 206.03, Kent County, Rhode Island",363
"G44000300206032","2008-2012","RI",,,"Rhode Island","44","Kent County","003",,,"020603","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440030206032",,,"Block Group 2, Census Tract 206.03, Kent County, Rhode Island",1159,"Block Group 2, Census Tract 206.03, Kent County, Rhode Island",318
"G44000300206033","2008-2012","RI",,,"Rhode Island","44","Kent County","003",,,"020603","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440030206033",,,"Block Group 3, Census Tract 206.03, Kent County, Rhode Island",2786,"Block Group 3, Census Tract 206.03, Kent County, Rhode Island",441
"G44000300206041","2008-2012","RI",,,"Rhode Island","44","Kent County","003",,,"020604","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440030206041",,,"Block Group 1, Census Tract 206.04, Kent County, Rhode Island",1728,"Block Group 1, Census Tract 206.04, Kent County, Rhode Island",346
"G44000300206042","2008-2012","RI",,,"Rhode Island","44","Kent County","003",,,"020604","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440030206042",,,"Block Group 2, Census Tract 206.04, Kent County, Rhode Island",811,"Block Group 2, Census Tract 206.04, Kent County, Rhode Island",249
"G44000300206043","2008-2012","RI",,,"Rhode Island","44","Kent County","003",,,"020604","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440030206043",,,"Block Group 3, Census Tract 206.04, Kent County, Rhode Island",2359,"Block Group 3, Census Tract 206.04, Kent County, Rhode Island",395
"G44000300207011","2008-2012","RI",,,"Rhode Island","44","Kent County","003",,,"020701","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440030207011",,,"Block Group 1, Census Tract 207.01, Kent County, Rhode Island",1934,"Block Group 1, Census Tract 207.01, Kent County, Rhode Island",135
"G44000300207021","2008-2012","RI",,,"Rhode Island","44","Kent County","003",,,"020702","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440030207021",,,"Block Group 1, Census Tract 207.02, Kent County, Rhode Island",1721,"Block Group 1, Census Tract 207.02, Kent County, Rhode Island",222
"G44000300207022","2008-2012","RI",,,"Rhode Island","44","Kent County","003",,,"020702","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440030207022",,,"Block Group 2, Census Tract 207.02, Kent County, Rhode Island",3012,"Block Group 2, Census Tract 207.02, Kent County, Rhode Island",300
"G44000300207031","2008-2012","RI",,,"Rhode Island","44","Kent County","003",,,"020703","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440030207031",,,"Block Group 1, Census Tract 207.03, Kent County, Rhode Island",3209,"Block Group 1, Census Tract 207.03, Kent County, Rhode Island",597
"G44000300207032","2008-2012","RI",,,"Rhode Island","44","Kent County","003",,,"020703","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440030207032",,,"Block Group 2, Census Tract 207.03, Kent County, Rhode Island",1252,"Block Group 2, Census Tract 207.03, Kent County, Rhode Island",230
"G44000300207033","2008-2012","RI",,,"Rhode Island","44","Kent County","003",,,"020703","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440030207033",,,"Block Group 3, Census Tract 207.03, Kent County, Rhode Island",2663,"Block Group 3, Census Tract 207.03, Kent County, Rhode Island",419
"G44000300208001","2008-2012","RI",,,"Rhode Island","44","Kent County","003",,,"020800","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440030208001",,,"Block Group 1, Census Tract 208, Kent County, Rhode Island",1522,"Block Group 1, Census Tract 208, Kent County, Rhode Island",284
"G44000300208002","2008-2012","RI",,,"Rhode Island","44","Kent County","003",,,"020800","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440030208002",,,"Block Group 2, Census Tract 208, Kent County, Rhode Island",2184,"Block Group 2, Census Tract 208, Kent County, Rhode Island",343
"G44000300208003","2008-2012","RI",,,"Rhode Island","44","Kent County","003",,,"020800","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440030208003",,,"Block Group 3, Census Tract 208, Kent County, Rhode Island",2375,"Block Group 3, Census Tract 208, Kent County, Rhode Island",363
"G44000300209011","2008-2012","RI",,,"Rhode Island","44","Kent County","003",,,"020901","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440030209011",,,"Block Group 1, Census Tract 209.01, Kent County, Rhode Island",1381,"Block Group 1, Census Tract 209.01, Kent County, Rhode Island",383
"G44000300209012","2008-2012","RI",,,"Rhode Island","44","Kent County","003",,,"020901","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440030209012",,,"Block Group 2, Census Tract 209.01, Kent County, Rhode Island",622,"Block Group 2, Census Tract 209.01, Kent County, Rhode Island",154
"G44000300209013","2008-2012","RI",,,"Rhode Island","44","Kent County","003",,,"020901","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440030209013",,,"Block Group 3, Census Tract 209.01, Kent County, Rhode Island",541,"Block Group 3, Census Tract 209.01, Kent County, Rhode Island",163
"G44000300209014","2008-2012","RI",,,"Rhode Island","44","Kent County","003",,,"020901","4",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440030209014",,,"Block Group 4, Census Tract 209.01, Kent County, Rhode Island",1119,"Block Group 4, Census Tract 209.01, Kent County, Rhode Island",210
"G44000300209031","2008-2012","RI",,,"Rhode Island","44","Kent County","003",,,"020903","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440030209031",,,"Block Group 1, Census Tract 209.03, Kent County, Rhode Island",2273,"Block Group 1, Census Tract 209.03, Kent County, Rhode Island",396
"G44000300209032","2008-2012","RI",,,"Rhode Island","44","Kent County","003",,,"020903","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440030209032",,,"Block Group 2, Census Tract 209.03, Kent County, Rhode Island",1253,"Block Group 2, Census Tract 209.03, Kent County, Rhode Island",282
"G44000300209033","2008-2012","RI",,,"Rhode Island","44","Kent County","003",,,"020903","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440030209033",,,"Block Group 3, Census Tract 209.03, Kent County, Rhode Island",2363,"Block Group 3, Census Tract 209.03, Kent County, Rhode Island",356
"G44000300209041","2008-2012","RI",,,"Rhode Island","44","Kent County","003",,,"020904","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440030209041",,,"Block Group 1, Census Tract 209.04, Kent County, Rhode Island",1738,"Block Group 1, Census Tract 209.04, Kent County, Rhode Island",162
"G44000300209042","2008-2012","RI",,,"Rhode Island","44","Kent County","003",,,"020904","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440030209042",,,"Block Group 2, Census Tract 209.04, Kent County, Rhode Island",1852,"Block Group 2, Census Tract 209.04, Kent County, Rhode Island",239
"G44000300210011","2008-2012","RI",,,"Rhode Island","44","Kent County","003",,,"021001","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440030210011",,,"Block Group 1, Census Tract 210.01, Kent County, Rhode Island",1270,"Block Group 1, Census Tract 210.01, Kent County, Rhode Island",218
"G44000300210012","2008-2012","RI",,,"Rhode Island","44","Kent County","003",,,"021001","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440030210012",,,"Block Group 2, Census Tract 210.01, Kent County, Rhode Island",1425,"Block Group 2, Census Tract 210.01, Kent County, Rhode Island",313
"G44000300210021","2008-2012","RI",,,"Rhode Island","44","Kent County","003",,,"021002","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440030210021",,,"Block Group 1, Census Tract 210.02, Kent County, Rhode Island",1857,"Block Group 1, Census Tract 210.02, Kent County, Rhode Island",331
"G44000300210022","2008-2012","RI",,,"Rhode Island","44","Kent County","003",,,"021002","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440030210022",,,"Block Group 2, Census Tract 210.02, Kent County, Rhode Island",1099,"Block Group 2, Census Tract 210.02, Kent County, Rhode Island",258
"G44000300210023","2008-2012","RI",,,"Rhode Island","44","Kent County","003",,,"021002","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440030210023",,,"Block Group 3, Census Tract 210.02, Kent County, Rhode Island",764,"Block Group 3, Census Tract 210.02, Kent County, Rhode Island",327
"G44000300210024","2008-2012","RI",,,"Rhode Island","44","Kent County","003",,,"021002","4",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440030210024",,,"Block Group 4, Census Tract 210.02, Kent County, Rhode Island",1351,"Block Group 4, Census Tract 210.02, Kent County, Rhode Island",310
"G44000300211001","2008-2012","RI",,,"Rhode Island","44","Kent County","003",,,"021100","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440030211001",,,"Block Group 1, Census Tract 211, Kent County, Rhode Island",1999,"Block Group 1, Census Tract 211, Kent County, Rhode Island",381
"G44000300211002","2008-2012","RI",,,"Rhode Island","44","Kent County","003",,,"021100","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440030211002",,,"Block Group 2, Census Tract 211, Kent County, Rhode Island",1394,"Block Group 2, Census Tract 211, Kent County, Rhode Island",380
"G44000300211003","2008-2012","RI",,,"Rhode Island","44","Kent County","003",,,"021100","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440030211003",,,"Block Group 3, Census Tract 211, Kent County, Rhode Island",1158,"Block Group 3, Census Tract 211, Kent County, Rhode Island",339
"G44000300211004","2008-2012","RI",,,"Rhode Island","44","Kent County","003",,,"021100","4",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440030211004",,,"Block Group 4, Census Tract 211, Kent County, Rhode Island",592,"Block Group 4, Census Tract 211, Kent County, Rhode Island",228
"G44000300212001","2008-2012","RI",,,"Rhode Island","44","Kent County","003",,,"021200","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440030212001",,,"Block Group 1, Census Tract 212, Kent County, Rhode Island",973,"Block Group 1, Census Tract 212, Kent County, Rhode Island",183
"G44000300212002","2008-2012","RI",,,"Rhode Island","44","Kent County","003",,,"021200","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440030212002",,,"Block Group 2, Census Tract 212, Kent County, Rhode Island",1196,"Block Group 2, Census Tract 212, Kent County, Rhode Island",293
"G44000300212003","2008-2012","RI",,,"Rhode Island","44","Kent County","003",,,"021200","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440030212003",,,"Block Group 3, Census Tract 212, Kent County, Rhode Island",1366,"Block Group 3, Census Tract 212, Kent County, Rhode Island",292
"G44000300213001","2008-2012","RI",,,"Rhode Island","44","Kent County","003",,,"021300","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440030213001",,,"Block Group 1, Census Tract 213, Kent County, Rhode Island",986,"Block Group 1, Census Tract 213, Kent County, Rhode Island",248
"G44000300213002","2008-2012","RI",,,"Rhode Island","44","Kent County","003",,,"021300","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440030213002",,,"Block Group 2, Census Tract 213, Kent County, Rhode Island",1544,"Block Group 2, Census Tract 213, Kent County, Rhode Island",295
"G44000300213003","2008-2012","RI",,,"Rhode Island","44","Kent County","003",,,"021300","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440030213003",,,"Block Group 3, Census Tract 213, Kent County, Rhode Island",750,"Block Group 3, Census Tract 213, Kent County, Rhode Island",267
"G44000300213004","2008-2012","RI",,,"Rhode Island","44","Kent County","003",,,"021300","4",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440030213004",,,"Block Group 4, Census Tract 213, Kent County, Rhode Island",1352,"Block Group 4, Census Tract 213, Kent County, Rhode Island",327
"G44000300214011","2008-2012","RI",,,"Rhode Island","44","Kent County","003",,,"021401","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440030214011",,,"Block Group 1, Census Tract 214.01, Kent County, Rhode Island",1761,"Block Group 1, Census Tract 214.01, Kent County, Rhode Island",285
"G44000300214012","2008-2012","RI",,,"Rhode Island","44","Kent County","003",,,"021401","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440030214012",,,"Block Group 2, Census Tract 214.01, Kent County, Rhode Island",973,"Block Group 2, Census Tract 214.01, Kent County, Rhode Island",207
"G44000300214013","2008-2012","RI",,,"Rhode Island","44","Kent County","003",,,"021401","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440030214013",,,"Block Group 3, Census Tract 214.01, Kent County, Rhode Island",1405,"Block Group 3, Census Tract 214.01, Kent County, Rhode Island",274
"G44000300214021","2008-2012","RI",,,"Rhode Island","44","Kent County","003",,,"021402","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440030214021",,,"Block Group 1, Census Tract 214.02, Kent County, Rhode Island",1870,"Block Group 1, Census Tract 214.02, Kent County, Rhode Island",282
"G44000300214022","2008-2012","RI",,,"Rhode Island","44","Kent County","003",,,"021402","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440030214022",,,"Block Group 2, Census Tract 214.02, Kent County, Rhode Island",702,"Block Group 2, Census Tract 214.02, Kent County, Rhode Island",160
"G44000300214023","2008-2012","RI",,,"Rhode Island","44","Kent County","003",,,"021402","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440030214023",,,"Block Group 3, Census Tract 214.02, Kent County, Rhode Island",1181,"Block Group 3, Census Tract 214.02, Kent County, Rhode Island",235
"G44000300215011","2008-2012","RI",,,"Rhode Island","44","Kent County","003",,,"021501","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440030215011",,,"Block Group 1, Census Tract 215.01, Kent County, Rhode Island",671,"Block Group 1, Census Tract 215.01, Kent County, Rhode Island",196
"G44000300215012","2008-2012","RI",,,"Rhode Island","44","Kent County","003",,,"021501","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440030215012",,,"Block Group 2, Census Tract 215.01, Kent County, Rhode Island",869,"Block Group 2, Census Tract 215.01, Kent County, Rhode Island",241
"G44000300215013","2008-2012","RI",,,"Rhode Island","44","Kent County","003",,,"021501","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440030215013",,,"Block Group 3, Census Tract 215.01, Kent County, Rhode Island",636,"Block Group 3, Census Tract 215.01, Kent County, Rhode Island",127
"G44000300215014","2008-2012","RI",,,"Rhode Island","44","Kent County","003",,,"021501","4",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440030215014",,,"Block Group 4, Census Tract 215.01, Kent County, Rhode Island",657,"Block Group 4, Census Tract 215.01, Kent County, Rhode Island",186
"G44000300215021","2008-2012","RI",,,"Rhode Island","44","Kent County","003",,,"021502","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440030215021",,,"Block Group 1, Census Tract 215.02, Kent County, Rhode Island",1008,"Block Group 1, Census Tract 215.02, Kent County, Rhode Island",185
"G44000300215022","2008-2012","RI",,,"Rhode Island","44","Kent County","003",,,"021502","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440030215022",,,"Block Group 2, Census Tract 215.02, Kent County, Rhode Island",724,"Block Group 2, Census Tract 215.02, Kent County, Rhode Island",195
"G44000300215023","2008-2012","RI",,,"Rhode Island","44","Kent County","003",,,"021502","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440030215023",,,"Block Group 3, Census Tract 215.02, Kent County, Rhode Island",1536,"Block Group 3, Census Tract 215.02, Kent County, Rhode Island",275
"G44000300215024","2008-2012","RI",,,"Rhode Island","44","Kent County","003",,,"021502","4",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440030215024",,,"Block Group 4, Census Tract 215.02, Kent County, Rhode Island",931,"Block Group 4, Census Tract 215.02, Kent County, Rhode Island",240
"G44000300216001","2008-2012","RI",,,"Rhode Island","44","Kent County","003",,,"021600","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440030216001",,,"Block Group 1, Census Tract 216, Kent County, Rhode Island",826,"Block Group 1, Census Tract 216, Kent County, Rhode Island",151
"G44000300216002","2008-2012","RI",,,"Rhode Island","44","Kent County","003",,,"021600","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440030216002",,,"Block Group 2, Census Tract 216, Kent County, Rhode Island",742,"Block Group 2, Census Tract 216, Kent County, Rhode Island",141
"G44000300217001","2008-2012","RI",,,"Rhode Island","44","Kent County","003",,,"021700","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440030217001",,,"Block Group 1, Census Tract 217, Kent County, Rhode Island",1658,"Block Group 1, Census Tract 217, Kent County, Rhode Island",517
"G44000300217002","2008-2012","RI",,,"Rhode Island","44","Kent County","003",,,"021700","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440030217002",,,"Block Group 2, Census Tract 217, Kent County, Rhode Island",727,"Block Group 2, Census Tract 217, Kent County, Rhode Island",295
"G44000300217003","2008-2012","RI",,,"Rhode Island","44","Kent County","003",,,"021700","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440030217003",,,"Block Group 3, Census Tract 217, Kent County, Rhode Island",778,"Block Group 3, Census Tract 217, Kent County, Rhode Island",258
"G44000300217004","2008-2012","RI",,,"Rhode Island","44","Kent County","003",,,"021700","4",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440030217004",,,"Block Group 4, Census Tract 217, Kent County, Rhode Island",660,"Block Group 4, Census Tract 217, Kent County, Rhode Island",229
"G44000300217005","2008-2012","RI",,,"Rhode Island","44","Kent County","003",,,"021700","5",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440030217005",,,"Block Group 5, Census Tract 217, Kent County, Rhode Island",1156,"Block Group 5, Census Tract 217, Kent County, Rhode Island",355
"G44000300218001","2008-2012","RI",,,"Rhode Island","44","Kent County","003",,,"021800","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440030218001",,,"Block Group 1, Census Tract 218, Kent County, Rhode Island",2396,"Block Group 1, Census Tract 218, Kent County, Rhode Island",369
"G44000300218002","2008-2012","RI",,,"Rhode Island","44","Kent County","003",,,"021800","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440030218002",,,"Block Group 2, Census Tract 218, Kent County, Rhode Island",1655,"Block Group 2, Census Tract 218, Kent County, Rhode Island",323
"G44000300219011","2008-2012","RI",,,"Rhode Island","44","Kent County","003",,,"021901","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440030219011",,,"Block Group 1, Census Tract 219.01, Kent County, Rhode Island",880,"Block Group 1, Census Tract 219.01, Kent County, Rhode Island",171
